code,name,star
16521,Courtyard by Marriott San Antonio SeaWorldŞ/Westover Hills,3
16522,Embassy Suites Dallas Market Center,4
,,
,,
,,
,,
,,
,,
16535,Homewood Suites by Hilton Dallas-DFW Airport N-Grapevine,3
16536,Residence Inn by Marriott Buffalo Galleria Mall,3
16537,Homewood Suites by Hilton Rochester/Henrietta,3
,,
16539,Comfort Suites Rochester,3
,,
,,
16564,DoubleTree by Hilton Hotel Sunrise - Sawgrass Mills,3
16566,Embassy Suites by Hilton Destin Miramar Beach,3
,,
16573,Embassy Suites by Hilton San Antonio Riverwalk Downtow,3
,,
,,
16577,Hampton Inn & Suites Clovis-Airport North,3
16578,Hampton Inn Los Angeles-Orange County-Cypress,3
16581,"The Crossroads Hotel - Newburgh, Ascend Hotel Collection",3
16585,Home2 Suites by Hilton Long Island Brookhaven,3
16588,Liberty View Brooklyn Hotel,3
16589,Sonesta Select Dallas Richardson,3
16590,Homewood Suites Agoura Hills,3
,,
,,
16594,Homewood Suites by Hilton Carle Place - Garden City,3
16603,"The Inn at Saratoga, Tapestry Collection by Hilton",3
16606,Capri Suites Anaheim,2
16610,OneWay Fundamental,3
16615,Hampton Inn Dallas-Irving-Las Colinas,3
16616,Hampton Inn San Diego-Downtown,3
16617,Hampton Inn Los Angeles/Santa Clarita,3
16618,Hilton Garden Inn Boca Raton,3
16621,Hilton Garden Inn Las Colinas,3
,,
16624,Hilton Garden Inn Sacramento/South Natomas,3
16626,Homewood Suites by Hilton Fresno Airport/Clovis,3
16629,Homewood Suites Lubbock,3
,,
,,
16650,Sleep Inn Bronx,2
16651,Best Western Plus Executive Residency Bronx,3
16657,"Holiday Inn Express & Suites - Stafford NW - Sugarland, an IHG Hotel",3
16664,Hilton Garden Inn Tallahassee Central,3
16668,"Collegian Hotel & Suites, Trademark Collection by Wyndham",4
16669,Garden City Hotel,4
16670,La Quinta Inn by Wyndham Austin Capitol / Downtown,3
,,
16673,La Quinta Inn & Suites by Wyndham Dallas - Addison Galleria,3
16676,La Quinta by Wyndham Orlando I Drive/Conv Center,3
16677,La Quinta Inn & Suites by Wyndham Plantation at SW 6th St,3
16678,La Quinta Inn by Wyndham Miami Airport North,3
16679,La Quinta Inn & Suites by Wyndham Tacoma - Seattle,3
16680,La Quinta Inn & Suites by Wyndham San Antonio Riverwalk,3
16681,La Quinta Inn & Suites by Wyndham San Francisco Airport North,3
16686,Hotel Elite,3
16687,"Candlewood Suites Houston Westchase - Westheimer, an IHG Hotel",3
16689,Courtyard by Marriott Los Angeles Monterey Park,3
16719,Courtyard by Marriott Oakland Airport,3
16737,La Quinta Inn & Suites by Wyndham Sunrise,3
16738,La Quinta Inn & Suites by Wyndham Coral Springs South,3
,,
16744,Best Western Premier Empire State Hotel,3
16748,Crowne Plaza Syracuse,4
16749,Holiday Inn & Suites Boca Raton - North,3
,,
,,
16759,Casitas Coral Ridge,3
,,
16768,Beverly Hills Marriott,4
16769,Palace Inn Blue IAH East,4
16779,Red Roof Inn PLUS+ & Suites Houston ? IAH Airport SW,3
16780,Hyatt Place Dallas North Arlington Grand Prairie,3
16790,Hotel Breakwater South Beach,4
,,
16806,Ramada by Wyndham Bakersfield North,3
16809,"Hampton Inn & Suites Miami, Kendall, Executive Airport",3
,,
16817,Hilton Garden Inn Dallas Richardson,3
16820,Grand Hotel Kissimmee at Celebration,3
16821,Quality Inn Houston,2
16822,Grand Hotel Orlando at Universal Blvd,3
16823,Comfort Inn JFK Airport,3
16824,"Shashi Hotel Mountain View, an Urban Resort",5
16825,Radisson Hotel Cincinnati Riverfront,3
16828,Holiday Inn Express Hotel & Suites Solana Beach-Del Mar,3
,,
16831,City Club Hotel,4
16874,Radio Hotel,4
,,
,,
16905,Best Western Brooklyn-Coney Island Inn,3
16909,La Quinta Inn and Suites Dallas Plano - The Colony,3
16918,Casablanca Inn Hotel,3
16937,"Holiday Inn - LIC - LaGuardia West, an IHG Hotel",3
16938,M Hotel Buffalo,3
16950,Ramada by Wyndham Sunnyvale/Silicon Valley,3
16975,"The Guild Hotel, San Diego, A Tribute Portfolio Hotel by Marriott",4
